,id,neighbourhood,gebied,gemiddelde WOZ-waarde
12201,20727087,Centrum-West,A Centrum,563409
12202,20735962,Centrum-West,A Centrum,563409
12203,20736260,Centrum-West,A Centrum,563409
12204,20743521,Centrum-West,A Centrum,563409
12205,20774847,Centrum-West,A Centrum,563409
12206,20778306,Centrum-Oost,A Centrum,563409
12207,20784643,Centrum-West,A Centrum,563409
12208,20791257,Centrum-West,A Centrum,563409
12209,20791949,Centrum-West,A Centrum,563409
12210,20792745,Centrum-West,A Centrum,563409
12211,20794195,Centrum-West,A Centrum,563409
12212,20794988,Centrum-Oost,A Centrum,563409
12213,20807580,Centrum-West,A Centrum,563409
12214,20807924,Centrum-West,A Centrum,563409
12215,20807929,Centrum-Oost,A Centrum,563409
12216,20808725,Centrum-Oost,A Centrum,563409
12217,20812200,Centrum-West,A Centrum,563409
12218,20824468,Centrum-West,A Centrum,563409
12219,20829484,Centrum-Oost,A Centrum,563409
12220,20842273,Centrum-West,A Centrum,563409
12221,20842402,Centrum-Oost,A Centrum,563409
12222,20842505,Centrum-Oost,A Centrum,563409
12223,20867918,Centrum-Oost,A Centrum,563409
12224,20868785,Centrum-West,A Centrum,563409
12225,20869209,Centrum-Oost,A Centrum,563409
12226,20873927,Centrum-Oost,A Centrum,563409
12227,20878711,Centrum-Oost,A Centrum,563409
12228,20881621,Centrum-Oost,A Centrum,563409
12229,20882017,Centrum-Oost,A Centrum,563409
12230,20901220,Centrum-West,A Centrum,563409
12231,20907008,Centrum-Oost,A Centrum,563409
12232,20909497,Centrum-Oost,A Centrum,563409
12233,20913032,Centrum-West,A Centrum,563409
12234,20914738,Centrum-West,A Centrum,563409
12235,20923339,Centrum-Oost,A Centrum,563409
12236,20941531,Centrum-Oost,A Centrum,563409
12237,20944038,Centrum-Oost,A Centrum,563409
12238,20952222,Centrum-Oost,A Centrum,563409
12239,20952619,Centrum-West,A Centrum,563409
12240,20958802,Centrum-West,A Centrum,563409
12241,20962766,Centrum-West,A Centrum,563409
12242,20981190,Centrum-Oost,A Centrum,563409
12243,20987953,Centrum-Oost,A Centrum,563409
12244,20990249,Centrum-West,A Centrum,563409
12245,20996549,Centrum-Oost,A Centrum,563409
12246,21001196,Centrum-West,A Centrum,563409
12247,21008630,Centrum-Oost,A Centrum,563409
12248,21009564,Centrum-Oost,A Centrum,563409
12249,21019335,Centrum-West,A Centrum,563409
12250,21022059,Centrum-West,A Centrum,563409
12251,21023084,Centrum-Oost,A Centrum,563409
12252,21023214,Centrum-Oost,A Centrum,563409
12253,21023299,Centrum-Oost,A Centrum,563409
12254,21023397,Centrum-Oost,A Centrum,563409
12255,21023461,Centrum-Oost,A Centrum,563409
12256,21034330,Centrum-Oost,A Centrum,563409
12257,21103217,Centrum-West,A Centrum,563409
12258,21109863,Centrum-Oost,A Centrum,563409
12259,21117591,Centrum-Oost,A Centrum,563409
12260,21118552,Centrum-Oost,A Centrum,563409
12261,21123224,Centrum-Oost,A Centrum,563409
12262,21133837,Centrum-West,A Centrum,563409
12263,21134461,Centrum-West,A Centrum,563409
12264,21149948,Centrum-Oost,A Centrum,563409
12265,21155862,Centrum-Oost,A Centrum,563409
12266,21171963,Centrum-Oost,A Centrum,563409
12267,21180046,Centrum-West,A Centrum,563409
12268,21182046,Centrum-Oost,A Centrum,563409
12269,21183331,Centrum-West,A Centrum,563409
12270,21186318,Centrum-West,A Centrum,563409
12271,21188230,Centrum-West,A Centrum,563409
12272,21208132,Centrum-Oost,A Centrum,563409
12273,21213510,Centrum-Oost,A Centrum,563409
12274,21215687,Centrum-Oost,A Centrum,563409
12275,21222127,Centrum-West,A Centrum,563409
12276,21222844,Centrum-West,A Centrum,563409
12277,21223218,Centrum-West,A Centrum,563409
12278,21223946,Centrum-Oost,A Centrum,563409
12279,21226334,Centrum-West,A Centrum,563409
12280,21234565,Centrum-West,A Centrum,563409
12281,21235764,Centrum-Oost,A Centrum,563409
12282,21236027,Centrum-West,A Centrum,563409
12283,21236975,Centrum-Oost,A Centrum,563409
12284,21239373,Centrum-Oost,A Centrum,563409
12285,21250159,Centrum-West,A Centrum,563409
12286,21258072,Centrum-West,A Centrum,563409
12287,21262742,Centrum-Oost,A Centrum,563409
12288,21272559,Centrum-West,A Centrum,563409
12289,21277877,Centrum-Oost,A Centrum,563409
12290,21286032,Centrum-Oost,A Centrum,563409
12291,21287142,Centrum-West,A Centrum,563409
12292,21288032,Centrum-West,A Centrum,563409
12293,21299518,Centrum-Oost,A Centrum,563409
12294,21301279,Centrum-Oost,A Centrum,563409
12295,21304403,Centrum-West,A Centrum,563409
12296,21319098,Centrum-Oost,A Centrum,563409
12297,21321370,Centrum-Oost,A Centrum,563409
12298,21323668,Centrum-Oost,A Centrum,563409
12299,21330490,Centrum-Oost,A Centrum,563409
12300,21331996,Centrum-West,A Centrum,563409
12301,21354053,Centrum-West,A Centrum,563409
12302,21361382,Centrum-Oost,A Centrum,563409
12303,21362977,Centrum-Oost,A Centrum,563409
12304,21365492,Centrum-Oost,A Centrum,563409
12305,21366150,Centrum-West,A Centrum,563409
12306,21378195,Centrum-West,A Centrum,563409
12307,21378736,Centrum-West,A Centrum,563409
12308,21389780,Centrum-Oost,A Centrum,563409
12309,21390043,Centrum-West,A Centrum,563409
12310,21390281,Centrum-West,A Centrum,563409
12311,21409231,Centrum-West,A Centrum,563409
12312,21416737,Centrum-Oost,A Centrum,563409
12313,21430517,Centrum-Oost,A Centrum,563409
12314,21435103,Centrum-West,A Centrum,563409
12315,21458065,Centrum-West,A Centrum,563409
12316,21458998,Centrum-West,A Centrum,563409
12317,21469784,Centrum-West,A Centrum,563409
12318,21472174,Centrum-West,A Centrum,563409
12319,21472935,Centrum-Oost,A Centrum,563409
12320,21487596,Centrum-Oost,A Centrum,563409
12321,21509221,Centrum-Oost,A Centrum,563409
12322,21516314,Centrum-West,A Centrum,563409
12323,21521124,Centrum-West,A Centrum,563409
12324,21524002,Centrum-West,A Centrum,563409
12325,21529245,Centrum-West,A Centrum,563409
12326,21534270,Centrum-Oost,A Centrum,563409
12327,21542411,Centrum-West,A Centrum,563409
12328,21546056,Centrum-Oost,A Centrum,563409
12329,21549799,Centrum-Oost,A Centrum,563409
12330,21550631,Centrum-West,A Centrum,563409
12331,21556716,Centrum-West,A Centrum,563409
12332,21556987,Centrum-Oost,A Centrum,563409
12333,21558102,Centrum-West,A Centrum,563409
12334,21559692,Centrum-Oost,A Centrum,563409
12335,21561934,Centrum-West,A Centrum,563409
12336,21562540,Centrum-Oost,A Centrum,563409
12337,21576705,Centrum-Oost,A Centrum,563409
12338,21584632,Centrum-Oost,A Centrum,563409
12339,21585924,Centrum-Oost,A Centrum,563409
12340,21615078,Centrum-West,A Centrum,563409
12341,21615136,Centrum-West,A Centrum,563409
12342,21639688,Centrum-Oost,A Centrum,563409
12343,21651911,Centrum-Oost,A Centrum,563409
12344,21658158,Centrum-Oost,A Centrum,563409
12345,21676930,Centrum-West,A Centrum,563409
12346,21687570,Centrum-West,A Centrum,563409
12347,21687625,Centrum-Oost,A Centrum,563409
12348,21705890,Centrum-West,A Centrum,563409
12349,21706798,Centrum-West,A Centrum,563409
12350,21707157,Centrum-Oost,A Centrum,563409
12351,21707733,Centrum-West,A Centrum,563409
12352,21709085,Centrum-Oost,A Centrum,563409
12353,21709521,Centrum-West,A Centrum,563409
12354,21715563,Centrum-West,A Centrum,563409
12355,21720129,Centrum-West,A Centrum,563409
12356,21733462,Centrum-Oost,A Centrum,563409
12357,21735918,Centrum-West,A Centrum,563409
12358,21735928,Centrum-Oost,A Centrum,563409
12359,21744479,Centrum-West,A Centrum,563409
12360,21747510,Centrum-Oost,A Centrum,563409
12361,21766303,Centrum-West,A Centrum,563409
12362,21777446,Centrum-Oost,A Centrum,563409
12363,21779590,Centrum-Oost,A Centrum,563409
12364,21783660,Centrum-Oost,A Centrum,563409
12365,21793548,Centrum-West,A Centrum,563409
12366,21796247,Centrum-West,A Centrum,563409
12367,21796971,Centrum-Oost,A Centrum,563409
12368,21797092,Centrum-Oost,A Centrum,563409
12369,21800954,Centrum-West,A Centrum,563409
12370,21810730,Centrum-Oost,A Centrum,563409
12371,21828421,Centrum-West,A Centrum,563409
12372,21833282,Centrum-West,A Centrum,563409
12373,21857408,Centrum-West,A Centrum,563409
12374,21859606,Centrum-West,A Centrum,563409
12375,21880368,Centrum-West,A Centrum,563409
12376,21881599,Centrum-West,A Centrum,563409
12377,21889416,Centrum-Oost,A Centrum,563409
12378,21902650,Centrum-West,A Centrum,563409
12379,21905394,Centrum-Oost,A Centrum,563409
12380,21905573,Centrum-West,A Centrum,563409
12381,21907274,Centrum-West,A Centrum,563409
12382,21909491,Centrum-West,A Centrum,563409
12383,21913732,Centrum-Oost,A Centrum,563409
12384,21930458,Centrum-West,A Centrum,563409
12385,21944898,Centrum-West,A Centrum,563409
12386,21945324,Centrum-Oost,A Centrum,563409
12387,21945695,Centrum-West,A Centrum,563409
12388,21946106,Centrum-West,A Centrum,563409
12389,21963499,Centrum-West,A Centrum,563409
12390,21973678,Centrum-Oost,A Centrum,563409
12391,21976797,Centrum-Oost,A Centrum,563409
12392,21979111,Centrum-West,A Centrum,563409
12393,21980630,Centrum-West,A Centrum,563409
12394,21986369,Centrum-West,A Centrum,563409
12395,21989969,Centrum-West,A Centrum,563409
12396,22021501,Centrum-West,A Centrum,563409
12397,22024005,Centrum-Oost,A Centrum,563409
12398,22032316,Centrum-Oost,A Centrum,563409
12399,22045292,Centrum-West,A Centrum,563409
12400,22075509,Centrum-West,A Centrum,563409
12401,22092298,Centrum-Oost,A Centrum,563409
12402,22095827,Centrum-Oost,A Centrum,563409
12403,22097709,Centrum-Oost,A Centrum,563409
12404,22102797,Centrum-West,A Centrum,563409
12405,22103853,Centrum-Oost,A Centrum,563409
12406,22120105,Centrum-West,A Centrum,563409
12407,22120385,Centrum-Oost,A Centrum,563409
12408,22120871,Centrum-Oost,A Centrum,563409
12409,22134756,Centrum-West,A Centrum,563409
12410,22148520,Centrum-Oost,A Centrum,563409
12411,22155693,Centrum-West,A Centrum,563409
12412,22162972,Centrum-West,A Centrum,563409
12413,22168768,Centrum-West,A Centrum,563409
12414,22168849,Centrum-Oost,A Centrum,563409
12415,22170770,Centrum-West,A Centrum,563409
12416,22170870,Centrum-West,A Centrum,563409
12417,22173159,Centrum-West,A Centrum,563409
12418,22173188,Centrum-West,A Centrum,563409
12419,22175611,Centrum-Oost,A Centrum,563409
12420,22177350,Centrum-Oost,A Centrum,563409
12421,22182605,Centrum-West,A Centrum,563409
12422,22187951,Centrum-West,A Centrum,563409
12423,22190151,Centrum-Oost,A Centrum,563409
12424,22204724,Centrum-West,A Centrum,563409
12425,22204873,Centrum-Oost,A Centrum,563409
12426,22216801,Centrum-West,A Centrum,563409
12427,22219372,Centrum-Oost,A Centrum,563409
12428,22219935,Centrum-Oost,A Centrum,563409
12429,22239448,Centrum-Oost,A Centrum,563409
12430,22246081,Centrum-West,A Centrum,563409
12431,22256157,Centrum-Oost,A Centrum,563409
12432,22264063,Centrum-West,A Centrum,563409
12433,22266396,Centrum-Oost,A Centrum,563409
12434,22283705,Centrum-Oost,A Centrum,563409
12435,22297492,Centrum-Oost,A Centrum,563409
12436,22299023,Centrum-Oost,A Centrum,563409
12437,22300673,Centrum-West,A Centrum,563409
12438,22301651,Centrum-Oost,A Centrum,563409
12439,22301779,Centrum-West,A Centrum,563409
12440,22307715,Centrum-Oost,A Centrum,563409
12441,22325538,Centrum-Oost,A Centrum,563409
12442,22347011,Centrum-West,A Centrum,563409
12443,22347255,Centrum-West,A Centrum,563409
12444,22357402,Centrum-West,A Centrum,563409
12445,22364192,Centrum-West,A Centrum,563409
12446,22366682,Centrum-West,A Centrum,563409
12447,22366904,Centrum-Oost,A Centrum,563409
12448,22367852,Centrum-West,A Centrum,563409
12449,22374354,Centrum-West,A Centrum,563409
12450,22375865,Centrum-West,A Centrum,563409
12451,22379128,Centrum-Oost,A Centrum,563409
12452,22382331,Centrum-West,A Centrum,563409
12453,22383098,Centrum-West,A Centrum,563409
12454,22383562,Centrum-West,A Centrum,563409
12455,22383767,Centrum-West,A Centrum,563409
12456,22383798,Centrum-West,A Centrum,563409
12457,22383842,Centrum-West,A Centrum,563409
12458,22387675,Centrum-Oost,A Centrum,563409
12459,22389584,Centrum-West,A Centrum,563409
12460,22394713,Centrum-West,A Centrum,563409
12461,22394715,Centrum-Oost,A Centrum,563409
12462,22406555,Centrum-Oost,A Centrum,563409
12463,22433970,Centrum-West,A Centrum,563409
12464,22445237,Centrum-West,A Centrum,563409
12465,22446984,Centrum-West,A Centrum,563409
12466,22448502,Centrum-West,A Centrum,563409
12467,22461998,Centrum-Oost,A Centrum,563409
12468,22465933,Centrum-Oost,A Centrum,563409
12469,22494877,Centrum-West,A Centrum,563409
12470,22510214,Centrum-Oost,A Centrum,563409
12471,22510774,Centrum-Oost,A Centrum,563409
12472,22515763,Centrum-Oost,A Centrum,563409
12473,22527092,Centrum-West,A Centrum,563409
12474,22529423,Centrum-West,A Centrum,563409
12475,22556799,Centrum-Oost,A Centrum,563409
12476,22560448,Centrum-Oost,A Centrum,563409
12477,22563427,Centrum-West,A Centrum,563409
12478,22566099,Centrum-West,A Centrum,563409
12479,22582732,Centrum-Oost,A Centrum,563409
12480,22590636,Centrum-Oost,A Centrum,563409
12481,22591277,Centrum-West,A Centrum,563409
12482,22595846,Centrum-Oost,A Centrum,563409
12483,22603947,Centrum-Oost,A Centrum,563409
12484,22604050,Centrum-Oost,A Centrum,563409
12485,22616573,Centrum-West,A Centrum,563409
12486,22624476,Centrum-West,A Centrum,563409
12487,22624709,Centrum-Oost,A Centrum,563409
12488,22632625,Centrum-West,A Centrum,563409
12489,22643412,Centrum-Oost,A Centrum,563409
12490,22657567,Centrum-Oost,A Centrum,563409
12491,22660771,Centrum-West,A Centrum,563409
12492,22662888,Centrum-Oost,A Centrum,563409
12493,22665651,Centrum-Oost,A Centrum,563409
12494,22680768,Centrum-West,A Centrum,563409
12495,22695149,Centrum-West,A Centrum,563409
12496,22697474,Centrum-Oost,A Centrum,563409
12497,22710011,Centrum-Oost,A Centrum,563409
12498,22710440,Centrum-Oost,A Centrum,563409
12499,22712436,Centrum-Oost,A Centrum,563409
12500,22714053,Centrum-Oost,A Centrum,563409
12501,22723965,Centrum-Oost,A Centrum,563409
12502,22742981,Centrum-West,A Centrum,563409
12503,22744624,Centrum-Oost,A Centrum,563409
12504,22765576,Centrum-Oost,A Centrum,563409
12505,22789981,Centrum-Oost,A Centrum,563409
12506,22790322,Centrum-Oost,A Centrum,563409
12507,22819981,Centrum-Oost,A Centrum,563409
12508,22837625,Centrum-West,A Centrum,563409
12509,22841417,Centrum-West,A Centrum,563409
12510,22872252,Centrum-West,A Centrum,563409
12511,22872281,Centrum-Oost,A Centrum,563409
12512,22901602,Centrum-West,A Centrum,563409
12513,22902625,Centrum-West,A Centrum,563409
12514,22913973,Centrum-West,A Centrum,563409
12515,22916028,Centrum-West,A Centrum,563409
12516,22917434,Centrum-West,A Centrum,563409
12517,22975936,Centrum-West,A Centrum,563409
12518,22978278,Centrum-Oost,A Centrum,563409
12519,22980314,Centrum-West,A Centrum,563409
12520,23016080,Centrum-Oost,A Centrum,563409
12521,23020895,Centrum-West,A Centrum,563409
12522,23029169,Centrum-West,A Centrum,563409
12523,23035845,Centrum-West,A Centrum,563409
12524,23040308,Centrum-Oost,A Centrum,563409
12525,23047886,Centrum-Oost,A Centrum,563409
12526,23048836,Centrum-Oost,A Centrum,563409
12527,23049373,Centrum-Oost,A Centrum,563409
12528,23049981,Centrum-Oost,A Centrum,563409
12529,23050320,Centrum-Oost,A Centrum,563409
12530,23051374,Centrum-West,A Centrum,563409
12531,23054280,Centrum-West,A Centrum,563409
12532,23059124,Centrum-West,A Centrum,563409
12533,23059863,Centrum-Oost,A Centrum,563409
12534,23073644,Centrum-Oost,A Centrum,563409
12535,23099750,Centrum-Oost,A Centrum,563409
12536,23112144,Centrum-West,A Centrum,563409
12537,23119390,Centrum-West,A Centrum,563409
12538,23121304,Centrum-Oost,A Centrum,563409
12539,23137782,Centrum-West,A Centrum,563409
12540,23157897,Centrum-Oost,A Centrum,563409
12541,23159116,Centrum-West,A Centrum,563409
12542,23159254,Centrum-Oost,A Centrum,563409
12543,23164951,Centrum-West,A Centrum,563409
12544,23176187,Centrum-Oost,A Centrum,563409
12545,23177757,Centrum-Oost,A Centrum,563409
12546,23181059,Centrum-Oost,A Centrum,563409
12547,23181896,Centrum-Oost,A Centrum,563409
12548,23196245,Centrum-West,A Centrum,563409
12549,23209973,Centrum-Oost,A Centrum,563409
12550,23224590,Centrum-West,A Centrum,563409
12551,23226464,Centrum-West,A Centrum,563409
12552,23245266,Centrum-Oost,A Centrum,563409
12553,23246537,Centrum-Oost,A Centrum,563409
12554,23248957,Centrum-Oost,A Centrum,563409
12555,23260652,Centrum-West,A Centrum,563409
12556,23281198,Centrum-Oost,A Centrum,563409
12557,23284329,Centrum-Oost,A Centrum,563409
12558,23312970,Centrum-West,A Centrum,563409
12559,23314441,Centrum-West,A Centrum,563409
12560,23314984,Centrum-West,A Centrum,563409
12561,23318404,Centrum-Oost,A Centrum,563409
12562,23332842,Centrum-West,A Centrum,563409
12563,23332938,Centrum-Oost,A Centrum,563409
12564,23333056,Centrum-West,A Centrum,563409
12565,23333168,Centrum-West,A Centrum,563409
12566,23333275,Centrum-West,A Centrum,563409
12567,23348536,Centrum-Oost,A Centrum,563409
12568,23348952,Centrum-West,A Centrum,563409
12569,23363442,Centrum-Oost,A Centrum,563409
12570,23368118,Centrum-West,A Centrum,563409
12571,23388585,Centrum-West,A Centrum,563409
12572,23388943,Centrum-West,A Centrum,563409
12573,23390449,Centrum-West,A Centrum,563409
12574,23397269,Centrum-Oost,A Centrum,563409
12575,23407039,Centrum-West,A Centrum,563409
12576,23416497,Centrum-West,A Centrum,563409
12577,23424628,Centrum-Oost,A Centrum,563409
12578,23424824,Centrum-West,A Centrum,563409
12579,23424857,Centrum-West,A Centrum,563409
12580,23442621,Centrum-West,A Centrum,563409
12581,23444029,Centrum-Oost,A Centrum,563409
12582,23444680,Centrum-Oost,A Centrum,563409
12583,23446568,Centrum-West,A Centrum,563409
12584,23447107,Centrum-Oost,A Centrum,563409
12585,23448508,Centrum-Oost,A Centrum,563409
12586,23460493,Centrum-West,A Centrum,563409
12587,23462549,Centrum-Oost,A Centrum,563409
12588,23476814,Centrum-West,A Centrum,563409
12589,23494410,Centrum-West,A Centrum,563409
12590,23498049,Centrum-West,A Centrum,563409
12591,23498218,Centrum-Oost,A Centrum,563409
12592,23499762,Centrum-Oost,A Centrum,563409
12593,23502910,Centrum-Oost,A Centrum,563409
12594,23512177,Centrum-Oost,A Centrum,563409
12595,23522394,Centrum-West,A Centrum,563409
12596,23522833,Centrum-West,A Centrum,563409
12597,23537879,Centrum-Oost,A Centrum,563409
12598,23543303,Centrum-West,A Centrum,563409
12599,23559646,Centrum-West,A Centrum,563409
12600,23573441,Centrum-Oost,A Centrum,563409
12601,23574507,Centrum-Oost,A Centrum,563409
12602,23574554,Centrum-West,A Centrum,563409
12603,23575414,Centrum-West,A Centrum,563409
12604,23600415,Centrum-West,A Centrum,563409
12605,23619265,Centrum-Oost,A Centrum,563409
12606,23619493,Centrum-Oost,A Centrum,563409
12607,23620772,Centrum-West,A Centrum,563409
12608,23621971,Centrum-Oost,A Centrum,563409
12609,23624588,Centrum-West,A Centrum,563409
12610,23626417,Centrum-Oost,A Centrum,563409
12611,23637555,Centrum-West,A Centrum,563409
12612,23641956,Centrum-Oost,A Centrum,563409
12613,23642726,Centrum-West,A Centrum,563409
12614,23647380,Centrum-Oost,A Centrum,563409
12615,23647463,Centrum-Oost,A Centrum,563409
12616,23656123,Centrum-Oost,A Centrum,563409
12617,23659145,Centrum-Oost,A Centrum,563409
12618,23661117,Centrum-West,A Centrum,563409
12619,23662346,Centrum-Oost,A Centrum,563409
12620,23664018,Centrum-West,A Centrum,563409
12621,23665136,Centrum-West,A Centrum,563409
12622,23684337,Centrum-West,A Centrum,563409
12623,23690299,Centrum-Oost,A Centrum,563409
12624,23693134,Centrum-Oost,A Centrum,563409
12625,23721190,Centrum-West,A Centrum,563409
12626,23727453,Centrum-Oost,A Centrum,563409
12627,23737882,Centrum-West,A Centrum,563409
12628,23750450,Centrum-West,A Centrum,563409
12629,23757459,Centrum-Oost,A Centrum,563409
12630,23759081,Centrum-West,A Centrum,563409
12631,23760266,Centrum-Oost,A Centrum,563409
12632,23768505,Centrum-Oost,A Centrum,563409
12633,23776178,Centrum-West,A Centrum,563409
12634,23776750,Centrum-West,A Centrum,563409
12635,23777337,Centrum-West,A Centrum,563409
12636,23777372,Centrum-Oost,A Centrum,563409
12637,23777651,Centrum-West,A Centrum,563409
12638,23783000,Centrum-West,A Centrum,563409
12639,23783715,Centrum-Oost,A Centrum,563409
12640,23784352,Centrum-West,A Centrum,563409
12641,23797273,Centrum-Oost,A Centrum,563409
12642,23815895,Centrum-West,A Centrum,563409
12643,23815926,Centrum-West,A Centrum,563409
12644,23816039,Centrum-West,A Centrum,563409
12645,23820573,Centrum-West,A Centrum,563409
12646,23849251,Centrum-West,A Centrum,563409
12647,23888996,Centrum-West,A Centrum,563409
12648,23899829,Centrum-West,A Centrum,563409
12649,23916835,Centrum-West,A Centrum,563409
12650,23921834,Centrum-West,A Centrum,563409
12651,23923606,Centrum-West,A Centrum,563409
12652,23938648,Centrum-West,A Centrum,563409
12653,23942352,Centrum-Oost,A Centrum,563409
12654,23951079,Centrum-West,A Centrum,563409
12655,23953772,Centrum-Oost,A Centrum,563409
12656,23977668,Centrum-Oost,A Centrum,563409
12657,23986449,Centrum-West,A Centrum,563409
12658,24026993,Centrum-West,A Centrum,563409
12659,24029098,Centrum-West,A Centrum,563409
12660,24035171,Centrum-Oost,A Centrum,563409
12661,24048971,Centrum-West,A Centrum,563409
12662,24050757,Centrum-West,A Centrum,563409
12663,24056440,Centrum-West,A Centrum,563409
12664,24070287,Centrum-West,A Centrum,563409
12665,24072398,Centrum-Oost,A Centrum,563409
12666,24083409,Centrum-West,A Centrum,563409
12667,24111219,Centrum-West,A Centrum,563409
12668,24132770,Centrum-Oost,A Centrum,563409
12669,24133446,Centrum-West,A Centrum,563409
12670,24134953,Centrum-West,A Centrum,563409
12671,24135229,Centrum-Oost,A Centrum,563409
12672,24191304,Centrum-Oost,A Centrum,563409
12673,24191798,Centrum-West,A Centrum,563409
12674,24195930,Centrum-West,A Centrum,563409
12675,24207222,Centrum-West,A Centrum,563409
12676,24214184,Centrum-West,A Centrum,563409
12677,24217572,Centrum-West,A Centrum,563409
12678,24217698,Centrum-West,A Centrum,563409
12679,24233902,Centrum-West,A Centrum,563409
12680,24237862,Centrum-West,A Centrum,563409
12681,24238572,Centrum-West,A Centrum,563409
12682,24238835,Centrum-West,A Centrum,563409
12683,24242472,Centrum-West,A Centrum,563409
12684,24242725,Centrum-Oost,A Centrum,563409
12685,24242953,Centrum-Oost,A Centrum,563409
12686,24256874,Centrum-Oost,A Centrum,563409
12687,24276106,Centrum-West,A Centrum,563409
12688,24296667,Centrum-Oost,A Centrum,563409
12689,24297725,Centrum-West,A Centrum,563409
12690,24305993,Centrum-West,A Centrum,563409
12691,24320376,Centrum-Oost,A Centrum,563409
12692,24322346,Centrum-Oost,A Centrum,563409
12693,24341468,Centrum-West,A Centrum,563409
12694,24371123,Centrum-West,A Centrum,563409
12695,24386107,Centrum-West,A Centrum,563409
12696,24402987,Centrum-West,A Centrum,563409
12697,24422042,Centrum-West,A Centrum,563409
12698,24434486,Centrum-West,A Centrum,563409
12699,24441064,Centrum-West,A Centrum,563409
12700,24447976,Centrum-West,A Centrum,563409
12701,24450122,Centrum-West,A Centrum,563409
12702,24463765,Centrum-Oost,A Centrum,563409
12703,24470138,Centrum-West,A Centrum,563409
12704,24504360,Centrum-West,A Centrum,563409
12705,24505163,Centrum-Oost,A Centrum,563409
12706,24506238,Centrum-West,A Centrum,563409
12707,24507891,Centrum-West,A Centrum,563409
12708,24515712,Centrum-West,A Centrum,563409
12709,24518354,Centrum-Oost,A Centrum,563409
12710,24534457,Centrum-Oost,A Centrum,563409
12711,24535614,Centrum-West,A Centrum,563409
12712,24550602,Centrum-Oost,A Centrum,563409
12713,24554234,Centrum-Oost,A Centrum,563409
12714,24556511,Centrum-West,A Centrum,563409
12715,24556731,Centrum-West,A Centrum,563409
12716,24570985,Centrum-Oost,A Centrum,563409
12717,24584779,Centrum-West,A Centrum,563409
12718,24589263,Centrum-West,A Centrum,563409
12719,24596804,Centrum-Oost,A Centrum,563409
12720,24596808,Centrum-Oost,A Centrum,563409
12721,24602294,Centrum-Oost,A Centrum,563409
12722,24613462,Centrum-West,A Centrum,563409
12723,24620451,Centrum-Oost,A Centrum,563409
12724,24625136,Centrum-Oost,A Centrum,563409
12725,24640641,Centrum-Oost,A Centrum,563409
12726,24640925,Centrum-Oost,A Centrum,563409
12727,24649272,Centrum-Oost,A Centrum,563409
12728,24663647,Centrum-Oost,A Centrum,563409
12729,24683105,Centrum-Oost,A Centrum,563409
12730,24709129,Centrum-Oost,A Centrum,563409
12731,24712459,Centrum-West,A Centrum,563409
12732,24723824,Centrum-West,A Centrum,563409
12733,24726272,Centrum-West,A Centrum,563409
12734,24727826,Centrum-West,A Centrum,563409
12735,24731045,Centrum-West,A Centrum,563409
12736,24733482,Centrum-West,A Centrum,563409
12737,24742733,Centrum-Oost,A Centrum,563409
12738,24746709,Centrum-West,A Centrum,563409
12739,24772269,Centrum-West,A Centrum,563409
12740,24777418,Centrum-Oost,A Centrum,563409
12741,24779766,Centrum-West,A Centrum,563409
12742,24780142,Centrum-West,A Centrum,563409
12743,24809783,Centrum-West,A Centrum,563409
12744,24814721,Centrum-West,A Centrum,563409
12745,24820187,Centrum-Oost,A Centrum,563409
12746,24837640,Centrum-Oost,A Centrum,563409
12747,24840228,Centrum-West,A Centrum,563409
12748,24866002,Centrum-West,A Centrum,563409
12749,24901213,Centrum-Oost,A Centrum,563409
12750,24906342,Centrum-West,A Centrum,563409
12751,24906439,Centrum-Oost,A Centrum,563409
12752,24906967,Centrum-West,A Centrum,563409
12753,24908894,Centrum-Oost,A Centrum,563409
12754,24910175,Centrum-West,A Centrum,563409
12755,24910547,Centrum-Oost,A Centrum,563409
12756,24925891,Centrum-West,A Centrum,563409
12757,24926910,Centrum-Oost,A Centrum,563409
12758,24938685,Centrum-West,A Centrum,563409
12759,24957355,Centrum-West,A Centrum,563409
12760,24960489,Centrum-Oost,A Centrum,563409
12761,25001186,Centrum-Oost,A Centrum,563409
12762,25002290,Centrum-Oost,A Centrum,563409
12763,25004866,Centrum-West,A Centrum,563409
12764,25012986,Centrum-West,A Centrum,563409
12765,25040073,Centrum-West,A Centrum,563409
12766,25051482,Centrum-West,A Centrum,563409
12767,25064293,Centrum-West,A Centrum,563409
12768,25091600,Centrum-West,A Centrum,563409
12769,25092999,Centrum-Oost,A Centrum,563409
12770,25108544,Centrum-West,A Centrum,563409
12771,25118949,Centrum-West,A Centrum,563409
12772,25121218,Centrum-West,A Centrum,563409
12773,25144750,Centrum-West,A Centrum,563409
12774,25154290,Centrum-Oost,A Centrum,563409
12775,25162622,Centrum-West,A Centrum,563409
12776,25163203,Centrum-West,A Centrum,563409
12777,25164829,Centrum-West,A Centrum,563409
12778,25177416,Centrum-Oost,A Centrum,563409
12779,25179644,Centrum-Oost,A Centrum,563409
12780,25183743,Centrum-Oost,A Centrum,563409
12781,25202255,Centrum-Oost,A Centrum,563409
12782,25202838,Centrum-West,A Centrum,563409
12783,25204219,Centrum-West,A Centrum,563409
12784,25207799,Centrum-West,A Centrum,563409
